samples	sygl.1	sel.1	maea.1	ubc.25	pdr.1	cul.4	ubc.20	rnf.5	marc.6	ufl.1	rbpl.1	ari.1.3	F44B9.5	rnf.113	ZK1248.11	marc.3	tag.314	herc.1	uev.2	Y105E8A.14	ari.1.2	ntl.4	ubc.9	ubc.3	ufd.2	marc.4	sel.11	otub.1	vps.36	wdr.48	rae.1	ufd.3	skr.18	T22C1.1	mig.32	bath.40	fsn.1	uba.1	trul.1	uev.1	cand.1	dss.1	F37A4.5	ate.1	rpn.10	pas.1	spsb.2	F10C2.5	rpn.11	pbs.5	pas.5	hsp.4	wdr.23	ubh.1	ubh.3	der.2	eor.1	rpt.1	ubh.2	Y82E9BR.18	rpn.7	ufd.1	pas.2	pbs.3	C28A5.6	vps.22	C47E12.3	B0303.4	fbxl.1	spsb.1	jamp.1	vms.1	rpn.6.2	vps.37	rpn.3	atg.3	ccdc.47	C14C10.5	C10G11.8	F35G12.12	aph.2	sel.10	zim.2	dhc.1	chp.1	Jun	npp.21	bir.1	oma.1	rad.50	mcm.6	cls.2	mog.3	smc.6	mdf.1	sel.13	T08D2.7	F54E7.9	chl.1	ebp.2	gpr.1	ppk.1	him.14	K07A1.10	nos.2	lmn.1	lin.54	Sep	pam.1	dpy.26	pole.1	nos.3	rde.2	smc.4	ptc.1	cyb.2.2	ksr.2	spdl.1	dnc.1	oma.2	zyg.9	orc.1	lem.2	mnat.1	wrm.1	met.2	psf.3	eme.1	clk.2	npp.1	ints.13	him.1	hsr.9	mcm.4	ced.12	scc.2	ran.2	gsp.2	gpb.1	cyb.2.1	zyg.1	bub.1	egg.5	let.92	gld.1	eri.1	tpxl.1	hoe.1	hmp.2	cin.4	syp.4	kbp.2	figl.1	saps.1	tbg.1	zim.1	F25B5.5	taf.10	rsa.2	cyy.1	fcd.2	rfs.1	ebp.1	helq.1	spe.6	npp.13	cdk.7	htp.3	F59E12.15	mcm.5	egl.20	pid.3	xpf.1	coh.3	gsp.4	cpb.1	him.17	lem.3	puf.5	hpl.2	ercc.1	F54A3.2	rha.1	tcc.1	him.18	tba.2	rack.1	ima.2	mlc.5	wee.1.3	him.10	kin.3	ced.10	zim.3	cdl.1	gender	genotype	age	stage	group
G1-469-.bam	0.431559	2.550286	0.102443	3.707070	1.396367	1.157314	1.064978	0.174797	0.735162	1.055793	3.281525	0.521502	0.340464	0.921070	0.593213	0.341914	0.461974	0.157519	0.113122	0.681353	0.430746	1.580877	1.605101	1.023597	1.711022	0.043631	1.771023	1.668033	1.284352	0.767517	0.583026	3.302642	1.689325	0.837440	0.435304	0.877549	0.616444	3.340090	0.383912	3.557153	0.664052	0.627029	6.248097	0.374655	3.963494	3.605294	0.072271	0.321103	2.487468	3.603976	9.455932	21.639335	0.173939	0.171316	0.508057	0.587070	0.246760	4.357970	0.721781	0.241064	4.755869	2.282641	3.245445	4.589104	4.457861	0.488121	1.456932	1.592977	0.109404	0.084723	0.136609	1.240263	3.001125	0.422372	3.964678	0.600562	3.614135	1.313786	18.953657	1.459424	0.156946	1.607504	0.517398	6.405161	1.741472	0.045828	4.425687	0.597266	1.274295	1.249617	0.677788	1.435208	2.463427	5.075990	1.559952	3.028384	0.054601	0.227990	0.326465	2.909775	1.411383	0.289105	0.577124	1.610099	0.203330	3.596145	0.473526	2.521066	2.508262	2.534396	10.091774	2.884962	0.693158	3.819588	2.315198	0.739630	0.218855	3.015668	1.717011	0.353346	2.105540	0.559776	1.250078	0.406168	0.545377	0.959572	0.249980	0.331504	0.318565	2.771872	0.757098	1.763635	4.448618	0.939800	0.312245	1.042424	0.824859	3.466928	0.507474	0.332432	0.537804	5.302645	0.652148	1.852550	3.212650	0.444385	1.828762	0.954205	0.355822	0.611309	5.587551	1.222538	0.438930	1.136464	0.547046	0.283054	0.696262	0.862377	2.089510	0.259184	0.401586	0.153317	0.106361	0.164005	2.381730	0.184695	0.137944	2.980538	0.634985	1.140034	0.900596	2.132257	0.748290	1.325894	21.301589	2.908461	1.435776	0.819781	0.277049	0.368722	0.257257	0.166673	1.383125	1.520614	1.806492	29.710178	28.983683	1.513922	2.498097	2.847327	2.167928	2.136907	0.199146	0.598661	1.752897	male	lat1_KO	d1_adult	gonad	group6
G1-N2.bam	3.172870	3.480458	0.160600	6.080696	2.574947	1.711916	1.952039	0.600223	0.965563	1.592625	5.244152	1.195917	0.429678	2.988513	1.470719	2.779369	0.012966	0.151003	0.052917	1.450969	1.674422	3.636941	6.398574	2.118112	3.707465	0.013863	2.294864	2.792331	1.722635	1.865007	1.152981	6.163125	2.145747	3.471924	2.666091	1.606423	1.255345	6.311926	0.695024	5.316667	1.346131	0.603593	0.127848	0.595025	4.598687	7.308120	1.173851	0.677371	8.090908	6.722327	18.529745	10.099675	0.832295	0.160276	1.135358	0.988633	0.524259	5.862768	1.513014	0.347607	7.942906	3.850231	6.049132	7.767140	0.048635	0.981943	0.568940	1.945850	0.163575	0.181635	0.305087	2.602485	0.453134	1.504630	6.947803	1.471988	7.355299	4.149285	0.045745	2.074500	0.671662	2.192047	1.022419	8.499331	3.109134	0.023254	6.418311	1.102037	5.225504	2.991630	5.102074	2.237478	5.330391	7.360517	3.480332	4.546760	0.194006	0.303680	0.731963	3.828540	1.854124	0.742768	1.480619	3.701081	3.156491	6.703862	2.132737	3.327286	3.193507	3.279445	8.097870	7.175583	1.781946	6.131337	9.264629	4.825419	0.296000	1.783401	2.553518	9.329056	4.752108	3.982998	4.819776	1.089561	1.747364	3.081295	1.647501	0.402904	1.354461	1.861599	1.049936	4.791567	11.561224	4.949174	1.061052	1.443359	2.105863	8.926597	1.233136	3.196681	1.160506	5.829546	8.747489	4.153213	19.462987	1.064491	3.172525	1.810584	1.765680	2.260436	7.399723	1.725334	0.766675	2.478290	1.223015	0.503313	1.377411	2.072160	2.738039	0.865073	0.762024	0.193444	0.177800	0.266187	0.076512	0.327352	0.278112	4.593089	0.520089	5.023513	0.033470	4.788427	1.341889	1.836896	0.016087	1.283312	4.326357	2.654848	15.942632	1.176197	0.348206	0.421278	2.332958	3.785266	2.466038	31.531597	48.989919	10.497526	3.114369	4.589814	4.774952	3.255398	0.623932	1.302326	7.141121	hermaphrodite	wild_type	d1_adult	gonad	group9
G1-N2-.bam	0.257842	2.454349	0.099651	3.342128	1.209045	0.985632	1.173375	0.183472	0.513989	0.958203	2.706194	0.458330	0.333225	0.925753	0.467047	0.319718	0.342936	0.166267	0.062393	0.559040	0.476277	1.507949	1.713955	0.846854	1.586298	0.027350	1.495697	1.439910	1.050230	0.737357	0.438419	3.196504	1.222602	0.916645	0.313556	0.754609	0.389777	3.647599	0.285997	3.031764	0.644459	0.462690	5.379472	0.398385	3.833457	5.595134	0.033348	0.317348	1.977309	3.898274	8.602983	20.976578	0.174223	0.198386	0.404980	0.517158	0.215063	3.963090	0.715561	0.237157	4.922261	2.407938	3.458154	8.478638	4.148691	0.542465	2.010461	1.517926	0.135877	0.079414	0.141830	0.954879	2.901994	0.489112	3.851225	0.435430	3.306172	1.128254	17.909299	1.468768	0.139824	1.323252	0.299577	5.879281	1.383971	0.045697	4.005988	0.499519	1.305256	1.060242	0.757639	1.399431	2.247202	4.678630	1.588104	2.874271	0.036184	0.172513	0.290764	2.523505	1.520935	0.233966	0.447831	1.325625	0.146697	3.551461	0.304546	2.161347	2.721132	2.271777	10.925900	2.506737	0.607009	3.172274	2.195584	0.761102	0.120607	2.938473	1.584915	0.424623	1.871974	0.558413	1.074861	0.470656	0.514528	0.777220	0.259534	0.312979	0.267077	3.540075	0.636656	1.571986	3.786173	0.964086	0.273255	0.879927	0.720002	3.279273	0.548085	0.334463	0.438789	4.891351	0.659358	1.676900	2.374959	0.298882	1.602951	0.704098	0.299056	0.436715	5.086859	1.391169	0.425400	1.162674	0.554244	0.192873	0.745253	0.611920	1.790653	0.258908	0.335449	0.165018	0.100897	0.141441	2.395298	0.154228	0.118906	2.885138	0.517452	0.958157	1.503454	2.111968	0.740664	1.938511	20.201929	2.255359	1.354869	0.800606	0.278506	0.296719	0.274199	0.117593	1.379382	1.424208	1.877501	28.353368	26.759972	1.362044	2.192258	2.901684	1.957324	2.016889	0.161879	0.464740	1.493100	male	wild_type	d1_adult	gonad	group8
G2-469.bam	3.013034	3.368477	0.177207	6.313427	2.341406	1.752780	1.913155	0.621475	1.031719	1.542425	4.487816	1.131330	0.521443	2.766573	1.569517	2.971503	0.038415	0.165185	0.101548	1.218496	1.323636	3.805218	5.774098	2.071467	4.378840	0.021781	2.779214	3.106283	1.898823	1.967679	1.314482	6.225351	2.134593	3.288261	2.248597	1.576977	1.520612	7.163454	0.793377	4.441976	1.384546	0.446575	0.266863	0.709184	4.555298	7.320919	1.332421	0.849570	7.994722	6.924957	18.119809	9.795063	0.869441	0.204218	1.194044	0.925233	0.720564	6.452457	1.362005	0.325530	9.222011	3.952363	6.270117	7.438820	0.100497	1.006493	0.772196	1.999086	0.219509	0.197003	0.371988	2.127173	0.391799	1.686493	8.168849	1.680881	6.592729	4.451293	0.101160	2.124618	0.599622	2.409719	1.208466	7.785868	3.247610	0.041297	6.352124	0.932257	5.462330	3.020565	4.987502	2.727852	5.162509	7.237207	3.864572	4.308953	0.190129	0.385589	0.705900	4.743919	2.115619	0.734649	1.672622	2.934870	3.600344	6.933099	2.166749	3.320717	3.215495	3.074128	7.422791	7.080128	1.909130	6.451285	8.837765	4.982558	0.341072	2.200187	2.472105	10.671715	4.917750	3.805858	4.955027	1.074634	1.817148	2.877288	2.036677	0.371478	1.158854	1.804401	1.031376	4.807974	10.538390	5.214420	1.054486	1.397148	2.363559	8.551410	1.229384	3.544086	1.193284	5.689672	8.324837	4.027350	21.331144	0.886021	3.125129	1.902162	1.846405	2.196134	7.265205	1.336645	0.796821	2.775867	1.348974	0.541796	1.341087	2.021372	3.002121	0.780532	0.735369	0.274329	0.180395	0.314104	0.130152	0.355482	0.305136	4.384013	0.547030	5.172022	0.021165	4.758373	1.533455	1.747838	0.085791	1.383997	4.155530	2.713079	16.586676	1.168656	0.408974	0.410353	2.232838	3.822414	2.393375	33.192278	47.663507	11.251140	3.148803	4.918808	4.680619	3.001827	0.557822	1.585994	7.084889	hermaphrodite	lat1_KO	d1_adult	gonad	group7
G2-469-.bam	0.312431	2.743937	0.102454	3.959211	1.281363	1.357263	1.345815	0.210374	0.597109	1.364640	2.955300	0.529501	0.417483	1.003805	0.563512	0.330657	0.533496	0.176251	0.079014	0.773791	0.476573	1.641935	2.021966	0.782485	1.800263	0.033733	1.625749	1.406830	1.194006	0.710264	0.670105	3.348101	1.456142	0.803978	0.473910	1.050508	0.675104	4.072177	0.322249	3.807380	0.710001	0.465234	6.796004	0.452468	4.251084	5.057428	0.031410	0.334700	2.455402	3.985550	8.877039	22.538328	0.176977	0.220911	0.527423	0.713083	0.288376	5.180391	0.683317	0.271642	5.547603	2.428107	2.983197	5.116971	4.604489	0.490018	2.136735	1.681693	0.140929	0.082862	0.159784	1.382476	3.156663	0.617268	4.872022	0.351300	3.904298	1.530325	18.097898	1.690630	0.175398	1.785308	0.481856	6.520097	2.072084	0.039159	4.999478	0.696326	1.600530	1.460591	0.640906	1.442302	2.584548	5.463769	1.776470	3.526280	0.051067	0.322451	0.291756	2.308982	1.642162	0.266207	0.558680	1.589785	0.267033	3.802995	0.507342	2.672263	2.766548	2.648185	8.767887	2.822117	0.669118	3.984327	2.283923	0.811955	0.198503	3.114608	1.822958	0.362758	2.083748	0.496198	1.262923	0.445314	0.601300	0.897302	0.401464	0.363140	0.346546	3.671294	0.747413	1.800468	4.398989	0.899502	0.315530	1.009519	0.730061	3.606759	0.440894	0.349811	0.435325	5.408114	0.509890	1.912632	3.470887	0.405134	1.826832	1.070623	0.403967	0.478225	6.019451	1.301942	0.411597	1.299945	0.704118	0.282493	0.828708	0.771935	2.157467	0.359068	0.448961	0.158243	0.119067	0.192851	2.271565	0.188080	0.152455	3.212541	0.646261	1.358020	1.988615	2.468151	0.777473	1.937809	21.148869	3.176187	1.421346	0.859109	0.314535	0.360769	0.277075	0.159169	1.626975	1.600520	1.890490	29.227038	29.266666	1.807966	2.217957	3.168598	2.374128	2.524356	0.265690	0.687346	1.817462	male	lat1_KO	d1_adult	gonad	group6
G2-N2.bam	3.399165	3.828235	0.209152	7.369316	2.609748	1.894302	2.075917	0.753463	1.118910	1.727266	5.441120	1.426397	0.672798	3.255386	1.542387	3.081788	0.166086	0.227038	0.381273	1.521464	1.610811	4.588719	6.275392	2.241799	4.484753	0.075575	2.735156	3.516386	2.367814	2.364469	1.292428	6.574409	2.723194	3.758780	2.959243	2.263453	1.699047	6.591605	1.023478	8.031839	1.551257	0.450785	0.704276	0.738061	4.839030	6.946688	1.202456	0.923686	8.497095	8.797429	20.668079	10.871946	1.044359	0.329948	1.137718	1.178645	0.733275	6.887205	1.442386	0.394913	8.758779	4.154547	6.495739	7.499299	0.252215	1.249059	0.878718	2.290508	0.338051	0.290504	0.457369	2.441442	0.741034	1.647806	8.722351	1.873600	6.473610	4.802502	0.444426	2.612836	0.755683	2.650959	1.231775	9.008206	3.559023	0.127158	7.126429	1.168065	5.399033	3.416173	5.122999	2.679276	5.137047	8.254394	3.864488	4.373453	0.205099	0.645008	0.814829	3.780739	1.824220	0.858052	1.678179	3.414986	3.597468	7.615231	2.764234	3.546679	3.417198	3.498165	14.533483	7.460452	1.906405	7.037265	9.232293	4.666400	0.387654	2.419143	2.917139	9.932925	5.486501	4.002858	5.600886	1.239514	2.250917	3.249896	1.918683	0.435288	1.390318	2.205615	1.214166	5.375640	12.226273	5.389607	1.172027	1.557888	2.498078	8.738424	1.402110	3.344277	1.272526	6.708977	9.833911	4.788687	21.126435	1.103025	3.464653	2.099262	2.440813	2.702322	7.326766	1.804725	0.831483	2.847381	1.289741	0.683604	1.523649	2.549116	3.144643	1.135071	0.830266	0.385585	0.194103	0.358254	0.194354	0.443308	0.297047	5.011640	0.793769	5.830821	0.143794	4.633753	1.665182	1.968275	0.220784	1.461604	5.094278	2.940283	17.402254	1.352794	0.572885	0.435990	2.606129	4.044017	2.763214	31.927351	46.435323	11.834935	3.426026	5.130807	5.539750	3.616748	0.572844	1.664668	7.570786	hermaphrodite	wild_type	d1_adult	gonad	group9
G2-N2-.bam	0.335366	2.550117	0.102031	3.583183	1.051825	1.197278	1.397702	0.220684	0.571767	0.973321	2.614250	0.465331	0.384389	0.857588	0.567946	0.363222	0.751069	0.166766	0.229891	0.577947	0.536896	1.748245	1.865596	0.893709	1.851399	0.037475	1.675947	1.564144	1.247302	0.720835	0.655423	3.174229	1.610464	0.923223	0.389514	0.946556	0.575200	3.732829	0.324238	3.770107	0.651527	0.542002	6.352381	0.347126	4.852376	4.070434	0.089210	0.337990	2.308340	4.253495	9.082553	20.520847	0.207627	0.189252	0.592416	0.786696	0.229884	5.053817	0.729368	0.237651	5.304472	2.687146	4.083892	4.086531	4.391089	0.516634	1.658755	1.475260	0.210559	0.100102	0.210156	1.094616	3.085975	0.522350	5.309650	0.411533	3.307071	1.446532	18.319967	1.737433	0.216082	1.798504	0.499674	5.432971	2.036411	0.073804	4.351766	0.833163	1.225044	1.186179	0.745888	1.426160	2.215531	4.712648	1.671052	2.338905	0.048477	0.226167	0.279720	2.559039	1.732926	0.280406	0.574655	1.613761	0.227851	4.063032	0.513234	2.366684	2.778884	2.194633	9.068053	2.711168	0.705553	3.335512	2.121085	0.645578	0.219158	3.481453	1.620730	0.428210	2.064605	0.690779	1.093636	0.568540	0.554715	0.904967	0.397382	0.307198	0.306374	3.328620	0.729170	1.682353	3.770188	0.979138	0.355285	0.929796	0.924812	3.231725	0.415290	0.278589	0.529078	5.690218	0.620534	1.832835	3.010191	0.325639	1.820120	0.925532	0.395549	0.604201	5.556784	1.197789	0.529638	1.302191	0.781017	0.303614	0.894829	1.062455	1.829826	0.299139	0.353029	0.271366	0.119961	0.148794	2.024728	0.228487	0.130754	2.541462	0.636289	0.980660	1.412755	2.222511	0.711550	1.126039	21.589403	2.481988	1.405179	0.829939	0.188271	0.465445	0.277539	0.145218	1.499107	1.535361	2.003128	26.414845	27.238392	1.593387	1.813388	2.750816	2.303477	2.852805	0.172341	0.642946	1.844007	male	wild_type	d1_adult	gonad	group8
G3-469.bam	2.616981	3.322909	0.163448	5.882020	1.974888	1.701655	2.110722	0.572683	0.871183	1.389023	4.067376	1.155830	0.478973	2.250323	1.442348	2.928266	0.026487	0.132294	0.067561	1.458699	1.393991	3.398370	6.067926	1.917763	3.820504	0.014684	2.405756	3.032657	1.723286	2.002254	1.297119	5.834418	2.301629	3.469227	2.424859	1.591886	1.393666	6.757457	0.733715	5.352901	1.271450	0.752683	0.290184	0.662131	4.568436	7.213263	1.179142	0.623513	7.992866	5.715785	15.121069	8.612294	0.818128	0.251855	1.227141	1.101582	0.587788	6.680571	1.348321	0.309959	7.939890	3.642833	5.901706	6.850289	0.081434	1.264273	0.749067	1.935784	0.173263	0.165162	0.421100	2.243098	0.383528	1.262573	7.940190	1.242624	5.727396	4.309497	0.114761	2.027409	0.678262	2.284583	0.950797	6.512696	3.595524	0.027380	5.504046	0.824394	5.004496	3.125858	4.582674	1.959453	4.565778	6.747304	3.565732	3.896984	0.166518	0.379105	0.693943	4.101232	1.985922	0.703642	1.747965	3.667213	4.030850	6.556972	2.119635	2.825340	3.042073	2.957341	8.656371	6.304307	1.697195	5.714759	7.507806	5.850172	0.366740	1.730786	2.129417	10.166723	4.078534	4.075193	4.933720	1.157631	1.686271	2.543859	1.755295	0.324115	1.080454	1.824746	1.189658	4.312446	9.650629	4.464833	1.251422	1.103418	2.181827	7.693314	1.216124	3.213764	1.136198	4.860037	6.953991	4.358993	18.874022	0.860206	2.937242	1.786095	1.544395	1.848892	6.286949	1.698445	0.746575	2.437950	1.256991	0.567467	1.452883	2.086849	2.544276	0.799685	0.635550	0.229393	0.178165	0.266374	0.062154	0.364312	0.278874	3.540645	0.573958	4.630045	0.049545	4.611133	1.259117	1.781893	0.127070	1.247314	3.430444	2.525131	15.172917	1.337675	0.352052	0.306806	2.113232	3.512763	2.395752	27.227488	38.967975	11.077190	3.175486	4.533586	4.015843	3.190975	0.570406	1.275126	7.163389	hermaphrodite	lat1_KO	d1_adult	gonad	group7
G3-469-.bam	0.442993	3.501527	0.147819	4.474492	1.611269	1.490534	1.533135	0.336636	0.817923	1.517954	3.758034	0.789662	0.597871	1.361856	0.814721	0.428369	0.894076	0.245727	0.765189	0.656298	0.584922	2.323627	1.954837	1.116854	2.393482	0.112743	2.255019	1.783691	1.925969	1.171943	0.926910	4.253517	1.856911	1.241321	0.641320	1.103515	0.953496	4.074381	0.542504	4.685073	0.823122	0.436045	9.588875	0.635593	5.376852	4.413220	0.092034	0.529456	2.671736	4.543824	11.143705	24.168111	0.425545	0.284866	0.533770	1.096381	0.348176	6.348599	0.925896	0.350006	6.424931	3.138532	3.483940	5.259641	5.720363	0.771324	1.827418	2.012677	0.329901	0.180507	0.360578	1.587164	3.542277	1.115552	6.360129	0.694145	4.347725	1.845165	22.259393	2.572179	0.227694	2.233145	0.651509	7.215083	2.240980	0.162571	5.768422	0.718874	1.981884	1.625357	0.704239	1.874324	2.763355	6.717659	2.083735	3.342929	0.068091	0.354309	0.355753	2.679744	1.883640	0.415985	0.882474	2.122401	0.613972	4.574325	0.707652	3.154318	3.257431	2.998442	4.406347	3.410564	1.031853	4.997814	2.822250	1.061644	0.260910	4.147081	2.259806	0.650673	2.547772	0.630119	1.432038	0.611601	1.029428	1.261953	0.219212	0.441126	0.500789	3.274715	0.931681	2.463914	5.025068	1.020041	0.601916	1.218725	0.947735	3.513255	0.572186	0.411683	0.676919	6.383151	1.165050	2.363135	3.400470	0.631114	2.207189	1.315048	0.536263	0.728081	6.978129	1.374815	0.777950	1.688873	0.827577	0.413199	0.939445	1.332125	2.418077	0.502442	0.513913	0.413025	0.204280	0.246906	2.432908	0.266743	0.243401	3.204208	0.827361	1.622910	1.048863	2.429707	1.099310	1.748612	25.166160	3.631055	1.820660	1.337266	0.600990	0.506146	0.545493	0.189437	1.921681	1.897069	2.728509	32.656852	29.220148	2.059358	2.571247	3.560816	2.834920	3.136651	0.239196	0.852158	2.350957	male	lat1_KO	d1_adult	gonad	group6
G3-N2.bam	2.471709	2.812273	0.119968	4.302188	2.487363	1.264680	1.424487	0.380206	0.783898	1.178718	5.040876	0.771525	0.258441	2.453327	0.861654	2.017985	0.031845	0.131721	0.080068	1.034767	0.846241	2.251380	5.702080	2.171742	2.397805	0.025131	1.670259	2.044034	0.962573	1.200418	0.775152	4.686336	1.785007	2.884010	2.018732	1.227599	0.981319	4.443671	0.490988	18.085589	1.076068	0.278118	0.257927	0.345142	3.008273	6.971250	0.867870	0.434787	6.683276	5.085977	16.442847	7.856435	0.581777	0.110307	0.659180	0.480017	0.465681	3.497978	1.068842	0.258236	5.939901	2.989477	5.199652	7.923937	0.047835	0.530329	0.360038	1.549895	0.137943	0.200473	0.163458	2.207965	0.278600	0.719886	4.511850	1.075288	6.057617	2.638810	0.050685	1.453407	0.500212	1.479530	0.602597	7.144341	1.656425	0.037735	4.586298	0.593609	3.997804	2.093796	3.837599	1.865904	5.019988	5.160612	2.318194	4.202500	0.111542	0.133187	0.553187	3.630301	1.439981	0.460627	1.129773	2.357027	2.246658	5.137377	1.516536	2.820404	2.473590	2.374495	11.092694	5.160001	1.388930	4.310573	7.387873	3.145471	0.272522	1.258719	1.792112	7.693498	3.698644	2.962106	4.020232	0.786686	1.158510	2.594659	1.241793	0.320862	0.840977	1.190695	0.730902	3.388148	9.017091	4.536351	0.597301	1.225235	1.619912	7.236795	1.086681	1.741449	0.909385	4.769880	8.186287	3.619711	13.862415	0.789727	2.191058	1.134110	1.513263	1.881941	5.899594	0.986250	0.681364	1.946927	0.607440	0.368191	0.872453	1.069178	2.148849	0.473217	0.533728	0.200846	0.125475	0.248709	0.114446	0.249898	0.226570	4.432178	0.453052	3.748675	0.024508	3.833467	1.355891	2.067634	0.060960	1.018234	3.482937	2.157494	12.952743	0.874944	0.327519	0.277031	1.706794	2.742535	1.711828	31.128360	49.955240	9.491574	2.749772	3.571715	3.765592	2.033068	0.383099	0.906704	5.445752	hermaphrodite	wild_type	d1_adult	gonad	group9
G3-N2-.bam	0.307159	2.717665	0.097270	3.299008	1.745552	1.081283	0.999769	0.171862	0.541530	1.095573	3.515566	0.480024	0.380506	1.121881	0.517266	0.309042	0.444863	0.170278	0.203713	0.615725	0.346204	1.328531	1.852262	1.177669	1.556616	0.018726	1.188471	1.353583	1.094497	0.554310	0.481733	3.328123	0.963020	0.838171	0.473347	0.781807	0.495526	3.001184	0.294877	3.011927	0.572606	0.410605	4.728907	0.328751	3.952345	3.563025	0.027399	0.309023	2.147281	4.119013	11.158781	18.878010	0.209742	0.157376	0.536763	0.642078	0.202747	4.226948	0.650154	0.195241	5.367012	2.107261	3.058881	5.100823	4.863079	0.363161	1.044798	1.538774	0.149627	0.087394	0.123631	1.304366	2.629084	0.578928	3.864804	0.397036	3.959004	1.155695	17.967632	1.479618	0.188153	1.567561	0.407400	6.533785	1.768107	0.043582	4.129361	0.616405	1.177231	1.206951	0.834361	1.612875	3.132240	4.577612	1.464729	3.396227	0.036996	0.213891	0.283959	2.165280	1.711856	0.268111	0.552674	1.801720	0.347541	3.436607	0.390819	2.318357	2.730635	2.498853	7.096661	2.761002	0.607843	3.155870	2.182657	0.543445	0.170754	2.964179	1.628822	0.421922	2.126242	0.678853	1.090796	0.597699	0.511859	0.978660	0.240090	0.337423	0.265362	2.720502	0.643278	1.775839	4.224921	0.939856	0.256713	1.024950	0.716967	3.483229	0.457740	0.215682	0.430216	5.720662	0.646853	1.939080	2.624580	0.393252	1.657120	0.792495	0.386414	0.474553	6.868127	1.209780	0.514795	1.261115	0.423372	0.233729	0.588407	0.602140	1.838947	0.271945	0.362355	0.207972	0.125269	0.161701	2.828544	0.153817	0.149751	3.843715	0.563228	1.027820	1.052014	2.050370	0.804673	1.300060	21.789361	2.146323	1.474541	0.693993	0.425139	0.342456	0.270919	0.126378	1.424426	1.531350	1.810540	29.640442	28.594803	1.642512	1.999139	2.407216	2.420213	2.210921	0.189627	0.538090	1.738545	male	wild_type	d1_adult	gonad	group8
G4-469.bam	3.347396	3.473200	0.196049	6.832510	2.062377	2.034324	2.395297	0.557593	1.022840	1.657547	4.573185	1.424645	0.682828	2.848533	1.464292	3.246256	0.068420	0.177296	0.260284	1.344993	1.655034	4.405965	6.377993	1.922062	4.099598	0.027171	2.614021	3.049375	1.858895	2.055953	1.524532	6.115987	2.332384	3.602395	2.698759	1.760734	1.980902	7.541974	0.862907	13.035216	1.501994	0.791607	0.359804	0.808030	4.631148	7.508810	1.323511	0.846615	8.373030	10.375387	17.241567	10.315941	0.903993	0.250938	1.236938	1.168335	0.744545	7.490807	1.648839	0.382629	8.407055	4.015937	6.313904	7.635214	0.134148	1.353734	0.751005	2.234611	0.236233	0.198258	0.468672	2.431912	0.469285	1.846866	8.078004	1.650800	6.269261	4.990491	0.215618	2.085769	0.712589	2.712811	1.213994	7.679934	3.362461	0.060696	6.512011	1.165394	5.673221	3.377191	5.196778	2.297805	4.839948	7.822940	3.957193	4.338093	0.216792	0.412064	0.712432	4.503272	1.736173	0.744055	1.830330	3.633717	4.205757	7.211667	2.557000	3.224080	3.329666	3.475622	5.917066	7.097904	1.775185	6.665805	8.871352	5.810872	0.380169	2.006632	2.554251	10.424044	4.818234	4.460614	5.342080	1.241389	1.942270	2.980950	1.951064	0.378311	1.418906	2.058099	1.215979	4.945339	11.087896	5.266463	1.227123	1.365376	2.611065	7.850488	1.606948	3.828556	1.155311	5.832463	7.906569	4.881615	21.198539	0.975508	3.348379	1.991325	3.105123	2.356439	6.874007	1.940694	0.748432	2.666600	1.414455	0.587720	1.497763	2.315531	2.913781	1.189233	0.726967	0.329742	0.179572	0.361854	0.143284	0.425846	0.369185	4.084204	0.519143	5.518843	0.060553	5.133638	1.424667	1.638600	0.104779	1.793511	4.014685	2.819376	15.597787	1.441209	0.421579	0.423172	2.546723	3.941039	2.562512	29.195463	41.435734	11.689849	3.744956	4.987851	4.380358	3.844244	0.726416	1.595420	7.259023	hermaphrodite	lat1_KO	d1_adult	gonad	group7
